repeat,fold,model,n_all,events_all,cindex_all,n_ct,events_ct,cindex_ct,n_mr,events_mr,cindex_mr
2,0,multiwindow_ensemble_raw50,43,13,0.7290322580645161,39,12,0.7370517928286853,4,1,1.0
2,0,multiwindow_ensemble_train_z50,43,13,0.7258064516129032,39,12,0.7330677290836654,4,1,1.0
2,1,single_mamba,43,13,0.7033333333333334,41,11,0.6583333333333333,2,2,1.0
2,1,single_attention,43,13,0.7233333333333334,41,11,0.6958333333333333,2,2,0.0
2,1,single_ensemble_train_percentile50,43,13,0.7316666666666667,41,11,0.7020833333333333,2,2,0.0
2,1,single_ensemble_raw50,43,13,0.72,41,11,0.6875,2,2,0.0
2,1,single_ensemble_train_z50,43,13,0.73,41,11,0.7,2,2,0.0
2,1,multiwindow_mamba,43,13,0.7066666666666667,41,11,0.6708333333333333,2,2,1.0
2,1,multiwindow_attention,43,13,0.7433333333333333,41,11,0.7083333333333334,2,2,1.0
2,1,multiwindow_ensemble_train_percentile50,43,13,0.7533333333333333,41,11,0.7083333333333334,2,2,1.0
2,1,multiwindow_ensemble_raw50,43,13,0.7566666666666667,41,11,0.7083333333333334,2,2,1.0
2,1,multiwindow_ensemble_train_z50,43,13,0.7533333333333333,41,11,0.7041666666666667,2,2,1.0
2,2,single_mamba,43,13,0.7604456824512534,40,11,0.7832167832167832,3,2,0.6666666666666666
2,2,single_attention,43,13,0.7520891364902507,40,11,0.7692307692307693,3,2,0.6666666666666666
2,2,single_ensemble_train_percentile50,43,13,0.754874651810585,40,11,0.7727272727272727,3,2,0.6666666666666666
2,2,single_ensemble_raw50,43,13,0.7576601671309192,40,11,0.7762237762237763,3,2,0.6666666666666666
2,2,single_ensemble_train_z50,43,13,0.7576601671309192,40,11,0.7762237762237763,3,2,0.6666666666666666
2,2,multiwindow_mamba,43,13,0.7576601671309192,40,11,0.7902097902097902,3,2,0.6666666666666666
2,2,multiwindow_attention,43,13,0.7576601671309192,40,11,0.7867132867132867,3,2,0.6666666666666666
2,2,multiwindow_ensemble_train_percentile50,43,13,0.7632311977715878,40,11,0.7937062937062938,3,2,0.6666666666666666
2,2,multiwindow_ensemble_raw50,43,13,0.7632311977715878,40,11,0.7937062937062938,3,2,0.6666666666666666
2,2,multiwindow_ensemble_train_z50,43,13,0.766016713091922,40,11,0.7937062937062938,3,2,0.6666666666666666
2,3,single_mamba,43,13,0.6784660766961652,34,10,0.7055837563451777,9,3,0.5294117647058824
2,3,single_attention,43,13,0.6607669616519174,34,10,0.7106598984771574,9,3,0.5294117647058824
2,3,single_ensemble_train_percentile50,43,13,0.6828908554572272,34,10,0.7258883248730964,9,3,0.5294117647058824
2,3,single_ensemble_raw50,43,13,0.6814159292035398,34,10,0.7258883248730964,9,3,0.5294117647058824
2,3,single_ensemble_train_z50,43,13,0.6814159292035398,34,10,0.7258883248730964,9,3,0.5294117647058824
2,3,multiwindow_mamba,43,13,0.6637168141592921,34,10,0.700507614213198,9,3,0.7058823529411765
